uuid,사업자명,리뷰본문,키워드
79f7e375-8ce5-49ff-985d-51f56e193f2a,춘리(CHUN LI),"명동 마라탕 맛집입니당 늘 인기 많아요
재료도 신선하고 깨끗합니다:)","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 매장이 넓어요, 혼밥하기 좋아요"
62edfe9b-abb1-4503-9993-43c20b06ad28,춘리(CHUN LI),몇년째 먹는데 항상 맛있어요,"혼밥하기 좋아요, 음식이 맛있어요"
8380162a-fd7a-4b68-89ac-55888d213a9d,춘리(CHUN LI),마라샹궈 먹으러 왔어요~ 공기밥 기본이고 매장분위기가 혼자 오기도 좋을거 같아요. 정갈하게 나오는데 너무 맛있어요. 강추함!!,"음식이 맛있어요, 재료가 신선해요, 혼밥하기 좋아요, 매장이 청결해요, 음식이 빨리 나와요"
ab35f015-f60a-41ba-8093-dcf2ad75001d,춘리(CHUN LI),마라향이 은은하고 땅콩향이 납니다~ 호불호없이 먹을 수 있을 것 같아요 잘 먹고갑니다!,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요"
d14a77a5-61c0-45fc-9565-b69ad99bd835,춘리(CHUN LI),춘리는 역시 본점이 최고입니다.. 다른 지점도 맛있지만 본점때문에 한시간 걸려서 옵니다…..꿔바 필수🫣🫢🫢🫢🫢,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 친절해요, 화장실이 깨끗해요"
b42dd133-3bd5-4f74-987a-0cad0ee9b1de,춘리(CHUN LI),마라샹궈는 춘리가 제일 맛있는거 같아요! 점심에 대기 없이 바로 이용하였습니다!,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요, 단체모임 하기 좋아요"
8aba2d00-7c48-4f95-aadc-146952ba0285,춘리(CHUN LI),춘리마라탕 먹을때마다 맛있어요 ㅎㅎ,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 인테리어가 멋져요, 매장이 넓어요"
cc64fa0d-5291-4316-87d0-f76074de186e,춘리(CHUN LI),리뷰이벤트 받을려고 리뷰 씀요 근데 다른 춘리마라탕 매장은 이제 고기 추가 돈을 3천원 따로 받아서 안가게 됐는데 여긴 아직 고기랑 야채랑 같이 담네요 좋아요 혼밥하기도 좋아요,"음식이 맛있어요, 가성비가 좋아요, 혼밥하기 좋아요"
1d0d1cf4-b44a-4e0c-86d6-cccd7aa3d927,춘리(CHUN LI),춘리마라탕 항상 맛있게 먹고 있어요! 이번에는 본점으로 찾아왔어요!☺️ 본점이라 그런지 더 맛있는 거 같아요😋,"샐러드바가 잘 되어있어요, 음식이 맛있어요, 현지 맛에 가까워요, 혼밥하기 좋아요"
bcf67896-ec80-48e0-801e-ca6404cd8b3b,춘리(CHUN LI),Great food great price!,"매장이 넓어요, 음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요"
ef437abf-23b9-4f78-ba0a-d8a0e1fcbf18,씨마트(Sea mart),"방어가 늦게 나왔는데 잡아서 주신거라고 하더라고요 ㅎㅎ
맛있고 신선했어요 무엇보다 매운탕 맛있었습니다",음식이 맛있어요
35ce9a19-25f7-44e5-9be3-f1baf06a2f9e,씨마트(Sea mart),"맛있어요 ㅎㅎ
술이 잘 들어갑니다",
48ff79b4-c1f4-46f9-868f-2553e46404d3,씨마트(Sea mart),"방어+광어 이고 사이즈가 소였는지 중이였는지 확실하지 않지만 아마 소 사이즈 인 것 같아요!! 양 많죠 ㅎㅎ
사이드로 모듬튀김 시켰습니다! 파전이랑 계란찜 오뎅국 번데기 야채는 기본 셋팅 입니다!! 
회가 두툼하고 달달하니 맛있었어요👍🏻👍🏻👍🏻
회도 맛있고 튀김도 맛있고 너무 좋았습니다💙🖤❤️
저녁엔 사람들 너무 많아서 웨이팅 있을 수 있으니 일찍 가세요~ 2호점도 가까운 곳에 있기는 합니다!!","음식이 맛있어요, 가성비가 좋아요, 반찬이 잘 나와요, 단체모임 하기 좋아요, 친절해요"
2496390d-23f9-489a-8740-4261786c07d9,씨마트(Sea mart),진짜 가성비가 너무 좋아요🥹🥹 음식도 신선하고 기본반찬도 알차고.... 왜 이제서야 알았는지 억울할 정도예요!!! 무조건 재방문할 것 같습니다➿🙌,"단체모임 하기 좋아요, 음식이 맛있어요, 양이 많아요, 반찬이 잘 나와요, 기본 안주가 좋아요"
66019f09-0cd7-4a58-9ce7-a0ef050e4ba2,씨마트(Sea mart),가성비 좋고 스키다시도 잘나와요,음식이 맛있어요
b2fe649e-c482-491e-8422-39f80c99c948,씨마트(Sea mart),맛있고친절함,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 매장이 넓어요, 단체모임 하기 좋아요"
6686538f-1647-4e5f-9d2d-68d595393abb,씨마트(Sea mart),"본점으로 갔더니 남자사장님이  자리없다고 2호점 가래서 갔더니 자리가 없다고 다시 본점가래서 왔더니 없던 자리가 생겼더라구요 이런 매직이 다있나 +0+
주문하면서 보니 지하에도 자리가 있는지 다음 손님들은 지하로 바로바로 안내해주시더라구요...
저희가 거지같이 보였나 헤헿
주문하고 기다리는데 스끼다시가 나오고
알밥이 나오길래 좋아졌다 생각했는데
알고보니 다른테이블꺼가 저희한테 온거더라구요...
갑자기 보라색 앞치마 중국인이모님이 오시더니
잘못나온거라면서 제가 다 비빈걸 가져가시더라구요
남자사장님이 그걸 왜 가져오냐는 말에 다시  가져다주셨어요 줬다뺏었다줬다 이런 야바위 넘치는 가게에서 추석마무리를 해서 정겨운 한가위였습니다
삶이 지루하신 분들에게 추천하는가게 꼭 가보세요~
없어지지않고 오래가는 가게가 되길!",
022578e4-224f-41a8-b42b-8609dc10cf67,씨마트(Sea mart),"늘 매번 먹는곳입니다

매장도 넓습니다
하지만 사람도 많습니다","음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 단체모임 하기 좋아요"
f74b9122-a0f7-42c5-b2c7-ebc03072df9c,씨마트(Sea mart),겁나 맛있어요,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 건강한 맛이에요"
b3117802-1461-4428-989c-38aa2fc606ef,씨마트(Sea mart),가격도저렴하고 맛있고 신선함,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요"
d47597c0-1789-4b32-8dd5-d47c0f4a30a5,씨마트(Sea mart),맛있어요,"재료가 신선해요, 음식이 맛있어요, 반찬이 잘 나와요, 친절해요"
fa5cfa86-099a-4776-b11b-7f008f34be9a,씨마트(Sea mart),오 회먹을때 없었는데  꽤괜 고등어구이 쩜,"음식이 맛있어요, 가성비가 좋아요, 기본 안주가 좋아요"
70f6692c-1797-4659-9f6b-94a34734441a,씨마트(Sea mart),대방어 굿 ~ ~,"단체모임 하기 좋아요, 음식이 맛있어요, 재료가 신선해요"
dbbe99cb-2386-4542-ab8f-2074f8128ad7,씨마트(Sea mart),맛있어여,"음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요, 단체모임 하기 좋아요, 친절해요"
96046077-3978-466c-ad3b-1e031995c714,씨마트(Sea mart),"회도 신선하고 반찬 구성도 좋고 직원분들도 매우 친절해요! 😍😜
회가 두툼하게 썰려 나와서 회의 참맛을 느낄 수 있어서 좋았어요. 구이도 바삭하게 구워져 나와서 생선구이 전문점 못지 않게 맛있었어요. 매운탕도 얼큰하고 시원해서 식사 대용으로도 매우 훌륭해요!
친구가 맛있다고 해서함께 와 봤는데 자주 찾게 될 것 같아요!! 😸😽","음식이 맛있어요, 가성비가 좋아요, 반찬이 잘 나와요, 친절해요, 매장이 청결해요"
843fa4f9-e1cd-4dc0-a6c6-6ff4c17317c5,할머니보쌈,대학시절부터 먹었는데 양도 더 많아지고 고기 부들부들해서 엄청 잘 먹었어요! 옛날에 고기 뻑뻑한 적 잠깐 있었는데 이젠 완전 부드럽네요 오래 장사해주세요~,"음식이 맛있어요, 고기 질이 좋아요, 양이 많아요, 잡내가 적어요, 건강한 맛이에요"
53d0ac46-459f-49ff-b60d-6192cfb7f3d3,할머니보쌈,"살코기와 비계가 일정함
좀 느끼할 수 있음.

음식이 빨리나옴
새우젓이 기본이 아닌게 아쉬움","가성비가 좋아요, 잡내가 적어요, 혼밥하기 좋아요, 음식이 빨리 나와요"
98aafe4b-c657-498d-a698-6739debce371,할머니보쌈,알차게 먹었어요.잡내없이 부드러운 수육도 좋았지만 된장찌개가 맛있어요! 겉절이가 제겐 달아서 아쉬웠지만 근처 가게되면 재방문하려구요,"가성비가 좋아요, 잡내가 적어요, 혼밥하기 좋아요, 친절해요"
29b69df0-b140-4307-bd9e-f95726e2fcf1,할머니보쌈,"ㅎㅎ항상 맛있게 먹게되는 식당입니다.
오늘도 맛있게  잘 먹었습니다.","음식이 맛있어요, 고기 질이 좋아요, 혼밥하기 좋아요, 친절해요, 매장이 청결해요"
502988ef-e529-4562-a050-b6c97a40a260,할머니보쌈,맛있고 가성비 좋구 친절합니다,"음식이 맛있어요, 가성비가 좋아요, 혼밥하기 좋아요, 아늑해요, 매장이 청결해요"
b9a5b81a-f334-4680-9fbd-d9df27731876,할머니보쌈,"직원이 3명 밖에 없어 기다리는 시간이 너무 길었습니다. 서빙, 결제, 치우는 것 모두 한명이 하다보니 복잡했어요ㅜ 보쌈정식 나오는데 40분이상 걸렸네요,, 점심시간때를 피해서 가는게 좋을 것 같아요. 보쌈은 맛있규 가성비 좋았어요! 다만 찌개가 국물이 너무 없어 아쉬웠습니다","음식이 맛있어요, 고기 질이 좋아요, 가성비가 좋아요"
510e2bcc-bdc8-4655-a13a-75a096d4f6fb,할머니보쌈,여기 정말 맛있어요 맛좋고 가격좋고,"음식이 맛있어요, 고기 질이 좋아요, 가성비가 좋아요, 혼밥하기 좋아요, 차분한 분위기에요"
2188274c-855c-4b32-ab2a-101c3db7930f,할머니보쌈,ㅠㅠㅠ 맛있어요 최고입니다,"음식이 맛있어요, 고기 질이 좋아요, 양이 많아요, 가성비가 좋아요"
2fe1e791-e702-44d9-8965-b833c3830867,할머니보쌈,"저번에는 아들과~~
오늘은 서방님과 줄서있다가 먹었네요.
너무너무 맛있습니다.~~^^
반찬까지 깨끗하게 클리어했습니다.","음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 친절해요, 매장이 청결해요"
c55573d7-4d73-4051-b505-d27ecc180aff,할머니보쌈,15년도에 입학하고 꾸준히 가던 곳인데 졸업하고 오랜만에 학교 근처 놀러와서 먹었어용ㅎㅎ 가격은 그시절보다 많이 올랐지만 여전히 가성비 최곱니당!,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요"
1e843517-e48e-43cc-961d-15931b3cb765,할머니보쌈,혼자 보쌈먹고 싶을때 최고!,"음식이 맛있어요, 가성비가 좋아요, 매장이 넓어요, 혼밥하기 좋아요"
d0f3e8c2-b095-4775-9d34-ed31fcb66657,할머니보쌈,여기 진짜 맛있어요 꼭 가세요!,음식이 맛있어요
4bbf485a-c030-4098-9d01-d8ffa53d2950,할머니보쌈,"큰애 병원시간 중간에 식당을 들어갔는데 너무너무 맛있어요. 고기가 연하고 입에서 녹아요.~~
잘 먹겠습니다.","음식이 맛있어요, 고기 질이 좋아요, 양이 많아요, 가성비가 좋아요, 잡내가 적어요"
bf998a03-c607-4d2f-9026-ad0a79259cb1,할머니보쌈,가격만큼의 집 돼지고기는 유럽산,
f23c1c92-bd87-4893-b843-3c71b9c2befb,할머니보쌈,"보쌈 정식 9500원에
가성비 좋네요 !!
친절하시고 밑반찬도 깔끔하니 맛있어요
(사진은 보쌈 몇조각 먹었어요 🤣)","음식이 맛있어요, 가성비가 좋아요"
80e5a0b8-791c-495b-b419-bd3d8e85a4cf,할머니보쌈,"밥시간대에 맞춰서 가면 사람이 엄청난 혼밥맛집! 보쌈이라는 메뉴를 정식 스타일로 1인분으로 내주고 국이나 반찬도 나와서 혼자 든든하게 한 끼 먹기 좋습니다.

메인인 보쌈이 부들부들하니 맛있어요. 퍽퍽하거나 질긴 느낌, 잡내가 없어서 술술 들어갑니다. 반찬이나 김치도 무난합니다. 밥과 보쌈하고 잘 어울리는 구성들로 한 끼 든든하게 먹을 수 있어요.
(다만 간이 좀 세서 먹을 때는 잘 모르지만 먹고 나면 물을 많이 마시게 됩니다...)

물가상승으로 할머니보쌈도 값이 조금씩 오르고는 있지만 요즘 이 정도 한 끼를 만원 미만으로 먹을 수 있는 가게가 흔치 않은 건 확실합니다. 근처 오시면 맛있고 든든하게 한 끼 하기 좋은 가게로 추천드립니다.","가성비가 좋아요, 음식이 맛있어요, 양이 많아요"
0dc66eac-e3b1-456f-b92f-4cf4c6a4fd51,할머니보쌈,깔끔하고 맛나요,"음식이 맛있어요, 가성비가 좋아요"
6c3722eb-1375-4115-b205-a3ff413894f1,핸섬로스팅커피,"근처지나가다!! 발견한 커피맛집😊🤎👍
디저트 도~~맛나고!!
친절하신 사장님~^^
대박나세요","커피가 맛있어요, 디저트가 맛있어요, 인테리어가 멋져요, 친절해요, 매장이 청결해요"
43cad9a8-832d-4fbe-9557-4b2ce90f25f2,핸섬로스팅커피,"작지만 알차요. 
바 매장 입니다.",사진이 잘 나와요
3a165901-b82d-4670-9306-930f6e49ccab,핸섬로스팅커피,"동네 골목 자그마한 카페. 사이즈는 작지만 커피에 대한 내공,애정은 결코 작지 않은 가게. 커알못 이지만 커피 러버인 아내덕에 방문해 봄. 산미 있는 커피 맛있네요","커피가 맛있어요, 가성비가 좋아요, 재료가 신선해요, 아늑해요, 친절해요"
884a49eb-f0e7-434e-83c9-61ba5a516970,핸섬로스팅커피,"고대정문, 제기동에서 커피가 가장 맛있는 곳 같아요. 일찍 열어서 출근길에 커피 사기도 좋아요!","커피가 맛있어요, 디저트가 맛있어요, 아늑해요, 친절해요"
390ad311-b136-4dc9-a8f9-cb49b4424406,핸섬로스팅커피,"* 파파와 산책하다 알게 된 개성미 넘치고 독특했던 핸섬. 덕분에 또 1인2커의 행복을 만끽했습니다. 정말 커피의 세계란 신비롭고 매력적인거 같아요. 
* 에티오피아 코케허니와 뜨아로 스타트. 특히 뜨아 대중적인 맛을 유지하면서 살짝 스모키한 느낌이 꽤 색다르게 다가왔어요. 코케허니는 뒷맛이 깔끔 그자체 였어요. 개인적으로 산미와 향의 케미가 좋은 느낌. 한잔더 하고 싶어 카페라떼를 주문했는데 와~플랫화이트 느낌이랄까. 라떼도 맛있는 집!!
* 그리고 바테이블에서 커피를 마시니 또 다른 분위기를 느낄 수 있었고 새로웠어요.
* 디저트로는 휘낭시에 바크케가 준비되어 있구요.
* 화장실은 내부에 공용

#제기동카페 #고려대역카페
#핸섬로스팅커피 #커피맛집
#에티오피아코케허니예가체프
#카페라떼맛집 #로스터리카페","커피가 맛있어요, 재료가 신선해요, 음악이 좋아요, 컨셉이 독특해요, 친절해요"
7eed7388-87c7-4f3a-adcf-ebf290ff1923,핸섬로스팅커피,"인생커피집,, 어딜가든 여기만 찾아다닐 판 ㅠㅠ",커피가 맛있어요
1f1c7e9d-df8b-4b22-83ea-72756ce6c97e,핸섬로스팅커피,패스오더가 있으면 바쁠 때 정말 좋겠어요,커피가 맛있어요
0300ddd1-947a-45d0-99ea-dcda80a66c26,핸섬로스팅커피,다녀온지 벌써 꽤 되었네요. 커피도 너무 맛있고 도란도란 얘기나누기도 좋았던 곳이예요!,"대화하기 좋아요, 커피가 맛있어요"
aa73c175-f0c4-4997-8ae4-c7bd0e073843,핸섬로스팅커피,너무 커피맛이 젛아요!!!,"매장이 청결해요, 인테리어가 멋져요, 커피가 맛있어요"
9e0b6c3d-6f21-4057-ac08-3c4622cb54c6,핸섬로스팅커피,"저의 커피의 은인이십니다. 일 때문에 5주 동안 커피를 못 마시고 있었는데 처음 마신 커피가 이곳이어서 너무 다행이었습니다.
따듯한 라떼를 마셨는데 찐한 커피 맛과 부드러운 우유의 조화가 좋았습니다. 
매장 분위기가 아늑하고 바 테이블이 있어서 혼자 한잔하기에도 좋습니다.","커피가 맛있어요, 인테리어가 멋져요, 아늑해요"
f418591d-02a2-41de-9d78-eaf6673c8c0d,핸섬로스팅커피,"동생 가게가 근처에 있어 거의 2년 동안 다니던 길 샛길에 이렇게 멋진 카페가 있었네요…
일단 커피 풍미가 어마어마합니다.
그리고 주인이신것 같은데, 참 친절하고 머무는 동안 너무나도 편하게 해 주셔서 좋았습니다.
이제부타 종종 들릴게요~","사진이 잘 나와요, 대화하기 좋아요, 친절해요, 커피가 맛있어요, 디저트가 맛있어요"
4139a7f4-496a-4e26-844e-7951c425fc3e,핸섬로스팅커피,"포장해서 먹었어요 
사이즈가 큰것도 있음 좋겠어요",커피가 맛있어요
240cfde9-ab63-473e-bb95-72d29bde2308,핸섬로스팅커피,"☕️ 커피 맛이 완전완전완전 좋아요 ㅎㅎ 품격이 다른 맛이랄까?
🛋🧸 편안한 분위기에서 맛있는 커피를 마실 수 있어요 ㅎㅎ","커피가 맛있어요, 인테리어가 멋져요, 대화하기 좋아요, 친절해요, 매장이 청결해요"
8e0cfaf4-8d3c-4931-84e9-3f3df3f59916,핸섬로스팅커피,"커피맛있어요, 자리가 협소하니 드시고 가실분들은
미리 확인하고 가세요",커피가 맛있어요
565208d7-2040-467a-96f9-7dac32676b02,핸섬로스팅커피,"여긴 치즈케이크가 진짜 맛있다!! 엄청 달지도 않고 부드러워서 입안에서 녹는데 치즈 알갱이같은게 혀로 꾹 누르면 뭉개지기까지. 휘낭시에도 달지않고 바삭하다. 아아메도 고소하다.

내부도 조명이 따스하고 인테리어도 아기자기한데 칵테일바처럼 되어있어서 이탈리아에 온거같다. 사장님도 친절하시고 고대근처 갈 일 있을때 또 방문하고싶단 생각이 들었던 카페. 음악까지 좋아요..🥹","친절해요, 디저트가 맛있어요, 가성비가 좋아요, 사진이 잘 나와요, 대화하기 좋아요"
919eb067-00c7-45c5-8577-03e6391cf8f8,핸섬로스팅커피,"힙한  곳, 힙한 카페 많이 가지만 맛있는 커피가 마시고 싶으면 항상 여기로 옵니다! 제가 갔던 로스터리 중 단연 최고라고 자부합니다ㅎㅎ 항상 친절한 사장님과 맛있는 커피💕 유명해져.. 아니 유명해지지마... 아니 유명해져..!!! 굳굳","친절해요, 매장이 청결해요, 커피가 맛있어요, 디저트가 맛있어요, 음악이 좋아요"
e3c326c7-3af8-4270-96bd-8520310066c0,핸섬로스팅커피,말이필요없음 커피 찐 맛집,"커피가 맛있어요, 디저트가 맛있어요, 인테리어가 멋져요, 친절해요"
14ca7e8f-2e3d-434c-bd7d-8103fd156a1a,핸섬로스팅커피,"오랫만에 회기에 있는 핸섬로스팅커피방문.
여전히 반갑고 친절하게 맞아주시는 사장님.
카푸치노는 처음 시켰는데 역시 최고.
아쉬운 마음에 아이스아메리카노 한잔 추가.
커피가 은은한게 너무 좋네요.최고.","매장이 청결해요, 화장실이 깨끗해요, 친절해요, 커피가 맛있어요, 대화하기 좋아요"
9074253a-7854-44e7-868a-ba01f2af3545,핸섬로스팅커피,사장님 친절하시고 커피 맛도 좋아요,"가성비가 좋아요, 커피가 맛있어요, 친절해요"
2e9f8afb-a79f-4762-a815-eba37b923f08,핸섬로스팅커피,숨은 커피맛집👍,커피가 맛있어요
5ffbcb5e-bbbe-4797-a4cc-9f5386d2c4d3,핵밥 한국외대점,"오~이쁘고 깔끔한데~
대학가 앞이라 여학생들을 위한 머리끈까지!세심한 배려 ~센스쟁이 사장님^^
밥은 별 기댜안했는데 너무 맛있었어요. 
고기듬뿍. 한우대창. 경양식돈가스~
사람을 끌고 다니는 우린가봐요. 한테이블있었는데 꽉찼어요 ㅎㅎ(주관적)
외대생 딸 단골되겠어요","음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 청결해요, 인테리어가 멋져요"
4fd44c6c-5cb6-488d-80c4-b85b3822c970,핵밥 한국외대점,직원들도 친절하시고 맛도 맛있어서 너무 자주 올 거 같아요!! 혼밥하기도 괜찮아서 혼밥하러 자주 올거에요 간단하게 밥 한끼 먹을려고 오기 괜찮아요 가성비도 좋아요,"음식이 맛있어요, 가성비가 좋아요, 친절해요, 혼밥하기 좋아요, 대화하기 좋아요"
9eaee2df-eb1b-453d-b563-374b1afd5b94,핵밥 한국외대점,"💲 마제소바돈카츠 정식 15,900원 / 항정살덮밥 11,900원
🍽️ 일본 가정식 전문매장처럼 깔끔한 인테리어에 정갈한 한상차림이라 혼밥, 데이트하기 좋아보임👍👍","인테리어가 멋져요, 혼밥하기 좋아요, 음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요"
43fd7567-5386-495b-9cec-7f7f9c329b60,핵밥 한국외대점,다른지점에서도 먹었었는데 외대점 핵밥이 더 신선하고 맛있는 것 같아요! 가성비 좋고 메뉴도 많아서 친구들이랑 와서 먹으면 좋은것 같아요 메뉴도 빨리 나와서 좋아요💗💗💖 다음에도 또 방문할것 같아요~~!,"친절해요, 음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요"
d9802626-887c-4fff-ba88-16bbd98989f0,핵밥 한국외대점,와이프와 아들과 학교앞 맛집에 왔네요..깔끔하고 정갈해서 좋습니다. 잘먹었어요.,"음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요, 혼밥하기 좋아요, 매장이 청결해요"
60949c27-3105-4083-8cf6-ed6bd034c6df,핵밥 한국외대점,"예약없이왔는데  바로들어올수있었어요   매장이 깔끔하고 환해서 더 좋은거같아요  음식도 빨리나오고  맛있어요
가족과오기에도, 혼밥하기에도 너무 좋을거같아요  :)","음식이 맛있어요, 혼밥하기 좋아요, 아이와 가기 좋아요"
03028d61-e051-493f-b4fc-339028f88dbe,핵밥 한국외대점,친구랑 처음 와봤는데 너무 친절하시고 너무너무 맛있어용!!!!! 최고 짱 추천합니당 ㅎㅎㅎㅎ,"재료가 신선해요, 인테리어가 멋져요, 매장이 넓어요, 혼밥하기 좋아요, 매장이 청결해요"
265d8e97-cf4c-48bd-862a-5f879674e9f4,핵밥 한국외대점,"맛있고 간편하고 든든하고 부담없고
익히들 아시는 핵밥의 장점은 외대점에서도 당연히 통한답니다~
따뜻하고 양념이 입에 딱 맞아요~~","음식이 맛있어요, 가성비가 좋아요, 잡내가 적어요, 혼밥하기 좋아요, 환기가 잘 돼요"
608e20ba-8091-4b8e-b8d3-0771a7bc1c96,핵밥 한국외대점,"식당 분위기가 좋고 음식도 맛있어요ㅎㅎ
정식도 잘 나와서 일식 배부르게 먹고 싶을 때 추천하는 식당입니다!","음식이 맛있어요, 양이 많아요, 인테리어가 멋져요"
8fe293c7-ce2c-40ef-a13a-b4fbe98e481e,핵밥 한국외대점,"매장도 넓고 깨끗하고 분위기도 좋아요
바로 입장했습니다.
사장님도 너무 친절하세요
자주 올게요 감사합니다!","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 뷰가 좋아요"
255641d0-86ea-45ec-b96e-9a2daa70d8dc,핵밥 한국외대점,"아이가 먹을 메뉴가 있을까 걱정했는데 메뉴가 다양해서 좋네요.
덮밥도 푸짐하게 나오고 한상차림으로 깔끔하게 차려진 밥상을 대접 받은 느낌입니다.

큐브스테이크 덥밥
고기듬뿍 덮밥
치킨마요 덮밥 정식
시켰는데 무엇보다 스테이크 잡내 안나서 좋네요.","특별한 메뉴가 있어요, 가성비가 좋아요, 혼밥하기 좋아요, 차분한 분위기에요, 아이와 가기 좋아요"
90d70c4e-aa64-41b4-8a2d-2e3fa3f643f5,핵밥 한국외대점,"카레랑 큐브스테이크 덮밥!
고기향 잘나고 너무 맛있었어요
정식 가성비 대박..♡
카레도 맛있게 잘먹었습니다
번창하세욘 ^_^>","음식이 맛있어요, 인테리어가 멋져요, 혼밥하기 좋아요, 친절해요, 매장이 청결해요"
e0eaf58c-3a1b-41e4-9708-68b8aad1deb7,핵밥 한국외대점,핵밥 처음와서 먹었는데 너무너무 맛있어요!! 자주 오려구요!!ㅋㅋ 최고입니당!,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 메뉴 구성이 알차요, 매장이 청결해요"
9e027072-1d72-41da-a9bf-e08599b5493b,핵밥 한국외대점,외대 앞 깔끔한 일본식 정식 맛있어요 ㅎㅎㅎㅎ,"혼밥하기 좋아요, 음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요"
166121ca-7b1c-47e5-9115-c8d9754d9e2f,핵밥 한국외대점,"정말 말 그대로 !고기듬뿍! 덮밥이었습니당
오랜맘에 학교근처 왔다가 새로운 집 생겨서 가본건데 너무 맛있게 먹었어요!!!! 추천드립니당 혼밥하기도 넘 좋아요","음식이 맛있어요, 양이 많아요, 혼밥하기 좋아요, 매장이 청결해요"
21ab0b20-9201-482e-b5ee-bf880794cc09,핵밥 한국외대점,"음식이 다 너무 정갈하고 맛있어요~~~! 대박
한끼든든 라멘은 일본에서 먹는거랑 정말 똑같네요!","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 혼밥하기 좋아요"
68cc4034-805b-4117-99a0-bbdbaeaf85f0,핵밥 한국외대점,오래간만에 방문한 외대에서 핵밥 경양식 돈까스 먹었습니다. 항상 청결한 매장 분위기와 친절한 직원분들 덕분에 즐거운 방문이 되었습니다.,"음식이 맛있어요, 혼밥하기 좋아요, 친절해요, 매장이 청결해요, 음식이 빨리 나와요"
4515fb64-8bf5-4cb3-a450-384b24e90d62,핵밥 한국외대점,"처음 방문한 핵반! 밖에서 눈에 띄었는데 들어와보니 인테리어도 깔끔해요~ 덮밥, 카레, 돈까스, 라멘으로 음식 종류도 다양하고 점심 먹기 좋아요!! 혼자 오신 분들도 많네요~~","음식이 맛있어요, 인테리어가 멋져요, 친절해요"
1391c4e6-da0f-4d16-82f7-3cf669e31b00,핵밥 한국외대점,"음식양이 많고 고기가 엄청 부드러워요!
제 생일라서 와보았는데 가족끼리 오거나 혼자 오기도 
좋아요
그리고 인테리어가 참 예뻐요~~","룸이 잘 되어있어요, 아이와 가기 좋아요, 인테리어가 멋져요, 양이 많아요, 재료가 신선해요"
96c0c61a-218c-472f-91a2-27c7ff037815,핵밥 한국외대점,맨날 아이가 가고 싶다고 해서 브레이크. 타임 끝나는 시간에 아이들과 왔어요 5분 남았는데 매장으로 들어오라고 하셔서 감사했어요~ 대체적으로 다 맛있고 또 방문 할거 같아요~!!,"음식이 맛있어요, 재료가 신선해요, 혼밥하기 좋아요, 친절해요, 매장이 청결해요"
1c8efdbc-af3a-4b5d-859f-39d3f4548f11,현고대닭발,"며칠 전부터 혼자 고기가 먹고 싶더라구요ㅠㅠ
인터넷으로 혼밥 고깃집 알아보다가 집 주변에 있는 냉삼집,
저녁 시간 전에 예약 없이 바로 찾아갔어요! !
매장 노래가 크게 나온 덕분에 혼자 밥을 먹어도 뻘쭘하지 않았어요ㅎㅎ 고깃집 혼밥은 처음인데 혼밥하기 편한 분위기여서 여유롭게  즐기면서 밥을 먹었습니다.🤗🙃 
계란찜도 아주 맛있었고 불판에 김치와 콩나물파절이도 구워먹으며 든든한 한 끼가 되었습니다~~👍👍

번창하세요~! !🤗🤑","음식이 맛있어요, 혼밥하기 좋아요, 친절해요"
76bd4182-1ae0-4d81-a796-011a826c2515,현고대닭발,"사장님 너무 친절하시고
음식 너무 맛 있어요
술을 많이 부르는 안주에요ㅋ
마지막에 짜파게티로 마무리
자주 갈 거 같아요^^","단체모임 하기 좋아요, 음식이 맛있어요, 고기 질이 좋아요, 특별한 메뉴가 있어요, 재료가 신선해요"
31909d1e-c196-4954-bfd9-267e20d584c0,현고대닭발,"양도 많고 간단하게 고기 먹고싶을 때 오기 좋은 곳이에요 ! 처음 와봤는데, 종종 먹으러 올 거 같네요 ~~ 사장님도 친근하시고 고기도 맛있습니다 💪🏻👏🏻👍🏻 ","음식이 맛있어요, 양이 많아요, 친절해요, 매장이 넓어요"
